fixture_name,partition,condition,solver,node_name,node_type,server_count,qlen,util,respt,residt,tput
B_scaleAxis_tasks20_chain,B,baseline,LN,AS10,Activity,1,27.49477506091625,0.0,5.501205707712354,0.0,4.997954361599359
B_scaleAxis_tasks20_chain,B,baseline,LN,AS11,Activity,1,27.496094162947823,0.0,5.500896906851152,0.0,4.998474726676392
B_scaleAxis_tasks20_chain,B,baseline,LN,AS12,Activity,1,27.497107660129753,0.0,5.500671826637466,0.0,4.998863507357901
B_scaleAxis_tasks20_chain,B,baseline,LN,AS13,Activity,1,27.4978785607636,0.0,5.500508993612568,0.0,4.999151640820029
B_scaleAxis_tasks20_chain,B,baseline,LN,AS14,Activity,1,27.498459379657234,0.0,5.500392041269152,0.0,4.999363531424258
B_scaleAxis_tasks20_chain,B,baseline,LN,AS15,Activity,1,27.49889310360078,0.0,5.500308626257843,0.0,4.999518203819366
B_scaleAxis_tasks20_chain,B,baseline,LN,AS16,Activity,1,27.4992144802795,0.0,5.500249531621787,0.0,4.9996303480746205
B_scaleAxis_tasks20_chain,B,baseline,LN,AS17,Activity,1,27.499451665134785,0.0,5.500207939470594,0.0,4.999711277785193
B_scaleAxis_tasks20_chain,B,baseline,LN,AS18,Activity,1,27.49962862128559,0.0,5.500178851414752,0.0,4.999769891884908
B_scaleAxis_tasks20_chain,B,baseline,LN,AS19,Activity,1,27.49976938507418,0.0,5.500158635975224,0.0,4.99981386085935
B_scaleAxis_tasks20_chain,B,baseline,LN,AS20,Activity,1,27.50012445282775,0.9999807712550383,5.500130651175099,5.50011522936062,4.99990385627519
B_scaleAxis_tasks40_chain,B,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P3,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P4,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P5,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P6,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P7,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P8,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P9,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P10,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P11,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P12,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P13,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P14,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P15,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P16,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P17,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P18,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P19,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P20,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P21,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P22,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P23,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P24,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P25,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P26,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P27,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P28,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P29,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P30,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P31,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P32,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P33,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P34,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P35,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P36,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P37,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P38,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P39,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,P40,Processor,1,NaN,0.9999807698460385,NaN,NaN,NaN
B_scaleAxis_tasks40_chain,B,baseline,LN,T1,RefTask,1,27.43983378719103,0.0,NaN,0.0,4.988941933580114
B_scaleAxis_tasks40_chain,B,baseline,LN,T2,Task,1,27.450028003576506,0.0,NaN,0.0,4.990799937402284
B_scaleAxis_tasks40_chain,B,baseline,LN,T3,Task,1,27.45872523032592,0.0,NaN,0.0,4.992384526229222
B_scaleAxis_tasks40_chain,B,baseline,LN,T4,Task,1,27.466096003732563,0.0,NaN,0.0,4.993727032589762
B_scaleAxis_tasks40_chain,B,baseline,LN,T5,Task,1,27.472301887267232,0.0,NaN,0.0,4.99485707447631
B_scaleAxis_tasks40_chain,B,baseline,LN,T6,Task,1,27.47749355071462,0.0,NaN,0.0,4.995802226435183
B_scaleAxis_tasks40_chain,B,baseline,LN,T7,Task,1,27.4818095013047,0.0,NaN,0.0,4.996587804475481
B_scaleAxis_tasks40_chain,B,baseline,LN,T8,Task,1,27.485375394082535,0.0,NaN,0.0,4.9972367525933095
B_scaleAxis_tasks40_chain,B,baseline,LN,T9,Task,1,27.488303836201045,0.0,NaN,0.0,4.997769616223412
B_scaleAxis_tasks40_chain,B,baseline,LN,T10,Task,1,27.490694594773686,0.0,NaN,0.0,4.998204586844584
B_scaleAxis_tasks40_chain,B,baseline,LN,T11,Task,1,27.492635118228794,0.0,NaN,0.0,4.998557601882436
B_scaleAxis_tasks40_chain,B,baseline,LN,T12,Task,1,27.49420128698591,0.0,NaN,0.0,4.998842485009363
B_scaleAxis_tasks40_chain,B,baseline,LN,T13,Task,1,27.495458317781136,0.0,NaN,0.0,4.999071113397962
B_scaleAxis_tasks40_chain,B,baseline,LN,T14,Task,1,27.4964617565697,0.0,NaN,0.0,4.999253600339487
B_scaleAxis_tasks40_chain,B,baseline,LN,T15,Task,1,27.49725850632047,0.0,NaN,0.0,4.999398483652231
B_scaleAxis_tasks40_chain,B,baseline,LN,T16,Task,1,27.49788784730803,0.0,NaN,0.0,4.999512912313393
B_scaleAxis_tasks40_chain,B,baseline,LN,T17,Task,1,27.498382418071376,0.0,NaN,0.0,4.99960282563381
B_scaleAxis_tasks40_chain,B,baseline,LN,T18,Task,1,27.49876913462443,0.0,NaN,0.0,4.999673120980574
B_scaleAxis_tasks40_chain,B,baseline,LN,T19,Task,1,27.49907003355491,0.0,NaN,0.0,4.999727807496068
B_scaleAxis_tasks40_chain,B,baseline,LN,T20,Task,1,27.499303031259487,0.0,NaN,0.0,4.999770144448469
B_scaleAxis_tasks40_chain,B,baseline,LN,T21,Task,1,27.49948259677265,0.0,NaN,0.0,4.999802763784539
B_scaleAxis_tasks40_chain,B,baseline,LN,T22,Task,1,27.49962033957131,0.0,NaN,0.0,4.99982777716009
B_scaleAxis_tasks40_chain,B,baseline,LN,T23,Task,1,27.499725516529473,0.0,NaN,0.0,4.999846868224941
B_scaleAxis_tasks40_chain,B,baseline,LN,T24,Task,1,27.499805464040385,0.0,NaN,0.0,4.999861371269266
B_scaleAxis_tasks40_chain,B,baseline,LN,T25,Task,1,27.49986596239394,0.0,NaN,0.0,4.999872337529407
B_scaleAxis_tasks40_chain,B,baseline,LN,T26,Task,1,27.499911539965776,0.0,NaN,0.0,4.99988059053383
B_scaleAxis_tasks40_chain,B,baseline,LN,T27,Task,1,27.499945724796742,0.0,NaN,0.0,4.999886771871905
B_scaleAxis_tasks40_chain,B,baseline,LN,T28,Task,1,27.499971250841824,0.0,NaN,0.0,4.9998913787126
B_scaleAxis_tasks40_chain,B,baseline,LN,T29,Task,1,27.49999022566326,0.0,NaN,0.0,4.999894794307147
B_scaleAxis_tasks40_chain,B,baseline,LN,T30,Task,1,27.500004265710253,0.0,NaN,0.0,4.999897312594359
B_scaleAxis_tasks40_chain,B,baseline,LN,T31,Task,1,27.500014604642843,0.0,NaN,0.0,4.999899157902062
B_scaleAxis_tasks40_chain,B,baseline,LN,T32,Task,1,27.500022179462505,0.0,NaN,0.0,4.99990050061143
B_scaleAxis_tasks40_chain,B,baseline,LN,T33,Task,1,27.500027698551385,0.0,NaN,0.0,4.999901469530606
B_scaleAxis_tasks40_chain,B,baseline,LN,T34,Task,1,27.50003169512165,0.0,NaN,0.0,4.999902161614739
B_scaleAxis_tasks40_chain,B,baseline,LN,T35,Task,1,27.500034569081436,0.0,NaN,0.0,4.99990264957929
B_scaleAxis_tasks40_chain,B,baseline,LN,T36,Task,1,27.500036619993356,0.0,NaN,0.0,4.999902987893332
B_scaleAxis_tasks40_chain,B,baseline,LN,T37,Task,1,27.50003807376942,0.0,NaN,0.0,4.999903217633808
B_scaleAxis_tasks40_chain,B,baseline,LN,T38,Task,1,27.50003910628195,0.0,NaN,0.0,4.999903370778746
B_scaleAxis_tasks40_chain,B,baseline,LN,T39,Task,1,27.500039868595945,0.0,NaN,0.0,4.999903474812136
B_scaleAxis_tasks40_chain,B,baseline,LN,T40,Task,1,27.500042118017486,0.9999807698460385,NaN,5.500114191646208,4.999903849230193
B_scaleAxis_tasks40_chain,B,baseline,LN,E1,Entry,1,27.43983378719103,NaN,5.50013092004459,NaN,4.988941933580114
B_scaleAxis_tasks40_chain,B,baseline,LN,E2,Entry,1,27.450028003576506,NaN,5.500125901232633,NaN,4.990799937402284
B_scaleAxis_tasks40_chain,B,baseline,LN,E3,Entry,1,27.45872523032592,NaN,5.500122253416577,NaN,4.992384526229222
B_scaleAxis_tasks40_chain,B,baseline,LN,E4,Entry,1,27.466096003732563,NaN,5.500119614965931,NaN,4.993727032589762
B_scaleAxis_tasks40_chain,B,baseline,LN,E5,Entry,1,27.472301887267232,NaN,5.500117716611058,NaN,4.99485707447631
B_scaleAxis_tasks40_chain,B,baseline,LN,E6,Entry,1,27.47749355071462,NaN,5.500116358753763,NaN,4.995802226435183
B_scaleAxis_tasks40_chain,B,baseline,LN,E7,Entry,1,27.4818095013047,NaN,5.500115394087349,NaN,4.996587804475481
B_scaleAxis_tasks40_chain,B,baseline,LN,E8,Entry,1,27.485375394082535,NaN,5.5001147143606985,NaN,4.9972367525933095
B_scaleAxis_tasks40_chain,B,baseline,LN,E9,Entry,1,27.488303836201045,NaN,5.5001142403544225,NaN,4.997769616223412
B_scaleAxis_tasks40_chain,B,baseline,LN,E10,Entry,1,27.490694594773686,NaN,5.500113914330353,NaN,4.998204586844584
B_scaleAxis_tasks40_chain,B,baseline,LN,E11,Entry,1,27.492635118228794,NaN,5.500113694373589,NaN,4.998557601882436
B_scaleAxis_tasks40_chain,B,baseline,LN,E12,Entry,1,27.49420128698591,NaN,5.500113550174088,NaN,4.998842485009363
B_scaleAxis_tasks40_chain,B,baseline,LN,E13,Entry,1,27.495458317781136,NaN,5.5001134598967445,NaN,4.999071113397962
B_scaleAxis_tasks40_chain,B,baseline,LN,E14,Entry,1,27.4964617565697,NaN,5.500113407870024,NaN,4.999253600339487
B_scaleAxis_tasks40_chain,B,baseline,LN,E15,Entry,1,27.49725850632047,NaN,5.500113382886972,NaN,4.999398483652231
B_scaleAxis_tasks40_chain,B,baseline,LN,E16,Entry,1,27.49788784730803,NaN,5.500113376961778,NaN,4.999512912313393
B_scaleAxis_tasks40_chain,B,baseline,LN,E17,Entry,1,27.498382418071376,NaN,5.500113384423762,NaN,4.99960282563381
B_scaleAxis_tasks40_chain,B,baseline,LN,E18,Entry,1,27.49876913462443,NaN,5.500113401259953,NaN,4.999673120980574
B_scaleAxis_tasks40_chain,B,baseline,LN,E19,Entry,1,27.49907003355491,NaN,5.5001134246399745,NaN,4.999727807496068
B_scaleAxis_tasks40_chain,B,baseline,LN,E20,Entry,1,27.499303031259487,NaN,5.500113452574122,NaN,4.999770144448469
B_scaleAxis_tasks40_chain,B,baseline,LN,E21,Entry,1,27.49948259677265,NaN,5.500113483668156,NaN,4.999802763784539
B_scaleAxis_tasks40_chain,B,baseline,LN,E22,Entry,1,27.49962033957131,NaN,5.500113516948206,NaN,4.99982777716009
B_scaleAxis_tasks40_chain,B,baseline,LN,E23,Entry,1,27.499725516529473,NaN,5.500113551736136,NaN,4.999846868224941
B_scaleAxis_tasks40_chain,B,baseline,LN,E24,Entry,1,27.499805464040385,NaN,5.500113587561184,NaN,4.999861371269266
B_scaleAxis_tasks40_chain,B,baseline,LN,E25,Entry,1,27.49986596239394,NaN,5.500113624097547,NaN,4.999872337529407
B_scaleAxis_tasks40_chain,B,baseline,LN,E26,Entry,1,27.499911539965776,NaN,5.500113661120385,NaN,4.99988059053383
B_scaleAxis_tasks40_chain,B,baseline,LN,E27,Entry,1,27.499945724796742,NaN,5.500113698475026,NaN,4.999886771871905
B_scaleAxis_tasks40_chain,B,baseline,LN,E28,Entry,1,27.499971250841824,NaN,5.5001137360553365,NaN,4.9998913787126
B_scaleAxis_tasks40_chain,B,baseline,LN,E29,Entry,1,27.49999022566326,NaN,5.500113773788721,NaN,4.999894794307147
B_scaleAxis_tasks40_chain,B,baseline,LN,E30,Entry,1,27.500004265710253,NaN,5.50011381162566,NaN,4.999897312594359
B_scaleAxis_tasks40_chain,B,baseline,LN,E31,Entry,1,27.500014604642843,NaN,5.5001138495324655,NaN,4.999899157902062
B_scaleAxis_tasks40_chain,B,baseline,LN,E32,Entry,1,27.500022179462505,NaN,5.500113887486275,NaN,4.99990050061143
B_scaleAxis_tasks40_chain,B,baseline,LN,E33,Entry,1,27.500027698551385,NaN,5.500113925471637,NaN,4.999901469530606
B_scaleAxis_tasks40_chain,B,baseline,LN,E34,Entry,1,27.50003169512165,NaN,5.5001139634781175,NaN,4.999902161614739
B_scaleAxis_tasks40_chain,B,baseline,LN,E35,Entry,1,27.500034569081436,NaN,5.5001140014986865,NaN,4.99990264957929
B_scaleAxis_tasks40_chain,B,baseline,LN,E36,Entry,1,27.500036619993356,NaN,5.500114039528649,NaN,4.999902987893332
B_scaleAxis_tasks40_chain,B,baseline,LN,E37,Entry,1,27.50003807376942,NaN,5.500114077564835,NaN,4.999903217633808
B_scaleAxis_tasks40_chain,B,baseline,LN,E38,Entry,1,27.50003910628195,NaN,5.500114115605149,NaN,4.999903370778746
B_scaleAxis_tasks40_chain,B,baseline,LN,E39,Entry,1,27.500039868595945,NaN,5.500114153629579,NaN,4.999903474812136
B_scaleAxis_tasks40_chain,B,baseline,LN,E40,Entry,1,27.500042118017486,NaN,5.500114191646208,NaN,4.999903849230193
B_scaleAxis_tasks40_chain,B,baseline,LN,AS1,Activity,1,27.483324675973584,0.0,5.508848377445692,0.0,4.988941933580114
B_scaleAxis_tasks40_chain,B,baseline,LN,AS2,Activity,1,27.485646532329703,0.0,5.507262738853844,0.0,4.990799937402286
B_scaleAxis_tasks40_chain,B,baseline,LN,AS3,Activity,1,27.48773821195395,0.0,5.505933701127705,0.0,4.992384526229223
B_scaleAxis_tasks40_chain,B,baseline,LN,AS4,Activity,1,27.489602078363365,0.0,5.504826735414724,0.0,4.993727032589764
B_scaleAxis_tasks40_chain,B,baseline,LN,AS5,Activity,1,27.491245928282865,0.0,5.503910425938505,0.0,4.99485707447631
B_scaleAxis_tasks40_chain,B,baseline,LN,AS6,Activity,1,27.492681664818388,0.0,5.503156533967945,0.0,4.995802226435184
B_scaleAxis_tasks40_chain,B,baseline,LN,AS7,Activity,1,27.49392407394185,0.0,5.502539963235577,0.0,4.996587804475482
B_scaleAxis_tasks40_chain,B,baseline,LN,AS8,Activity,1,27.494989743405483,0.0,5.502038647485931,0.0,4.99723675259331
B_scaleAxis_tasks40_chain,B,baseline,LN,AS9,Activity,1,27.495896145020534,0.0,5.501633379771101,0.0,4.9977696162234135
B_scaleAxis_tasks40_chain,B,baseline,LN,AS10,Activity,1,27.496660888052997,0.0,5.501307601618585,0.0,4.998204586844586
B_scaleAxis_tasks40_chain,B,baseline,LN,AS11,Activity,1,27.49730113811713,0.0,5.501047167639269,0.0,4.998557601882439
B_scaleAxis_tasks40_chain,B,baseline,LN,AS12,Activity,1,27.497833189105616,0.0,5.500840098796213,0.0,4.998842485009364
B_scaleAxis_tasks40_chain,B,baseline,LN,AS13,Activity,1,27.498272170189477,0.0,5.50067633494783,0.0,4.999071113397964
B_scaleAxis_tasks40_chain,B,baseline,LN,AS14,Activity,1,27.49863186732756,0.0,5.500547494822062,0.0,4.999253600339491
B_scaleAxis_tasks40_chain,B,baseline,LN,AS15,Activity,1,27.498924638112943,0.0,5.5004466493385085,0.0,4.999398483652232
B_scaleAxis_tasks40_chain,B,baseline,LN,AS16,Activity,1,27.499161399615133,0.0,5.500368112238881,0.0,4.999512912313394
B_scaleAxis_tasks40_chain,B,baseline,LN,AS17,Activity,1,27.499351670675036,0.0,5.500307250344207,0.0,4.999602825633811
B_scaleAxis_tasks40_chain,B,baseline,LN,AS18,Activity,1,27.499503652467258,0.0,5.500260314433085,0.0,4.9996731209805745
B_scaleAxis_tasks40_chain,B,baseline,LN,AS19,Activity,1,27.49962433374237,0.0,5.500224290712849,0.0,4.999727807496069
B_scaleAxis_tasks40_chain,B,baseline,LN,AS20,Activity,1,27.499719609763243,0.0,5.500196772105163,0.0,4.999770144448471
B_scaleAxis_tasks40_chain,B,baseline,LN,AS21,Activity,1,27.499794406393086,0.0,5.5001758480523435,0.0,4.99980276378454
B_scaleAxis_tasks40_chain,B,baseline,LN,AS22,Activity,1,27.499852802977504,0.0,5.500160011230917,0.0,4.9998277771600925
B_scaleAxis_tasks40_chain,B,baseline,LN,AS23,Activity,1,27.49989814953782,0.0,5.50014807939526,0.0,4.9998468682249415
B_scaleAxis_tasks40_chain,B,baseline,LN,AS24,Activity,1,27.499933175342928,0.0,5.500139130529889,0.0,4.999861371269268
B_scaleAxis_tasks40_chain,B,baseline,LN,AS25,Activity,1,27.499960087164258,0.0,5.50013244953227,0.0,4.999872337529408
B_scaleAxis_tasks40_chain,B,baseline,LN,AS26,Activity,1,27.499980656467695,0.0,5.5001274847509025,0.0,4.999880590533831
B_scaleAxis_tasks40_chain,B,baseline,LN,AS27,Activity,1,27.49999629549624,0.0,5.50012381284397,0.0,4.999886771871906
B_scaleAxis_tasks40_chain,B,baseline,LN,AS28,Activity,1,27.50000812268579,0.0,5.500121110584334,0.0,4.999891378712602
B_scaleAxis_tasks40_chain,B,baseline,LN,AS29,Activity,1,27.50001701817422,0.0,5.500119132403664,0.0,4.999894794307147
B_scaleAxis_tasks40_chain,B,baseline,LN,AS30,Activity,1,27.50002367034734,0.0,5.500117692632782,0.0,4.99989731259436
B_scaleAxis_tasks40_chain,B,baseline,LN,AS31,Activity,1,27.500028614449942,0.0,5.500116651550395,0.0,4.999899157902064
B_scaleAxis_tasks40_chain,B,baseline,LN,AS32,Activity,1,27.50003226430042,0.0,5.500115904493994,0.0,4.9999005006114325
B_scaleAxis_tasks40_chain,B,baseline,LN,AS33,Activity,1,27.500034938117942,0.0,5.500115373413478,0.0,4.9999014695306085
B_scaleAxis_tasks40_chain,B,baseline,LN,AS34,Activity,1,27.500036879422492,0.0,5.500115000358574,0.0,4.999902161614741
B_scaleAxis_tasks40_chain,B,baseline,LN,AS35,Activity,1,27.500038273946302,0.0,5.500114742486085,0.0,4.999902649579292
B_scaleAxis_tasks40_chain,B,baseline,LN,AS36,Activity,1,27.500039263566972,0.0,5.50011456825363,0.0,4.999902987893333
B_scaleAxis_tasks40_chain,B,baseline,LN,AS37,Activity,1,27.50003995857581,0.0,5.500114454533409,0.0,4.9999032176338085
B_scaleAxis_tasks40_chain,B,baseline,LN,AS38,Activity,1,27.500040450405212,0.0,5.500114384434998,0.0,4.999903370778746
B_scaleAxis_tasks40_chain,B,baseline,LN,AS39,Activity,1,27.50004082878293,0.0,5.500114345670682,0.0,4.999903474812137
B_scaleAxis_tasks40_chain,B,baseline,LN,AS40,Activity,1,27.50004247796041,0.9999807698460385,5.500114263636178,5.500114191646208,4.999903849230193
B_scaleAxis_tasks60_chain,B,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P3,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P4,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P5,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P6,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P7,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P8,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P9,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P10,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P11,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P12,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P13,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P14,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P15,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P16,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P17,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P18,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P19,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P20,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P21,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P22,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P23,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P24,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P25,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P26,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P27,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P28,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P29,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P30,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P31,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P32,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P33,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P34,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P35,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P36,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P37,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P38,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P39,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P40,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P41,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P42,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P43,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P44,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P45,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P46,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P47,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P48,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P49,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P50,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P51,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P52,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P53,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P54,Processor,1,NaN,0.0,NaN,NaN,NaN
B_scaleAxis_tasks60_chain,B,baseline,LN,P55,Processor,1,NaN,0.0,NaN,NaN,NaN
